"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Rules of the Air – Part 2","010.05 Part 2 Q0015","A VFR fight needs special clearance to land and take-off from a controlled aerome unless the ceiling is at least______and the ground visibility is at least ________","1,500 ft; 2 km","1,000 ft; 2 km","1,000 ft; 5 km","1,500 ft; 5 km","1,500 ft; 5 km","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0016","The minimum permitted altitude for VFR","flights over congested areas is _____ over the highest obstacle in the proximity of _____ of the aircraft.","1,000 ft; 150 m","500 ft; 150 m","1,000 ft; 600 m","1,000 ft; 600 m","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0018","Which flight level is available to a VFR flight flying on a magnetic track of 180°? Select the most complete answer.","165","175","80","All answers are correct","165","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0019","Consider two VFR flights. The magnetic track of the first flight is 50°. The flight level of the second flight is FL 75. What minimum separation must they maintain in this situation?","1,000 ft","1,500 ft","500 ft","2000 ft","2000 ft","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0020","Which letter should the pilot in the flight rufes of of the fight plan if they to switch from VFR to IFR?","'Y'","'I'","'Z'","Z","Z","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0021","The minimum permitted altitude for VFR","flights at night over mountainous areas is _____ over the highest obstacle in the proximity of _____ of the aircraft.","1,000 ft; 8 km","2,000 ft; 8 km","2,000 ft; 5 km","2,000 ft; 8 km","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0022","in which meteorological conditions can a VFR flight obtain an SVFR clearance to operate in the vicinity of a controlled aerodrome Ground visibility – 2,000 m; ceiling – 700 ft Ground visibility – 2,000 m; ceiling – 500 ft Ground visibility – 1,000 m; ceiling – 800 ft All answers are correct","Ground visibility 2000m ; ceiling 700ft","None of the above","All of the above","Information not specified by ICAO regulations","Ground visibility 2000m ; ceiling 700ft","Synthesized"
"Rules of the Air – Part 2","010.05 Part 2 Q0023","the minimum permitted altitude for IFR flight in non-mountainous area is____over the highest obstacle in the proximity of____of the aircraft 1,000 ft; 8 km 1,000 ft; 5 km 2,000 ft; 8 km 2,000 ft; 5 km","1,000 ft ; 8km","None of the above","All of the above","Information not specified by ICAO regulations","1,000 ft ; 8km","Synthesized"
"Rules of the Air – Part 2","010.05 Part 2 Q0024","Which fight level is avable to an IFR flight fiying a magnetic track of 175 Assume Reduced Vertical Separation Minima (RVSM) are employed. Select the most","complete answer.","FL300","FL360","No other answer is correct","No other answer is correct","PDF"
"Rules of the Air – Part 2","010.05 Part 2 Q0025","Consider IFR fight at at FL 350. Assume Reduced Vertical Separation Minima (RVSM) are not employed. What is the minimal vertical separation it can maintain from a VFR fight in this situation","1,000 ft","None of the above","All of the above","Information not specified by ICAO regulations","1,000 ft","Synthesized"
"Rules of the Air – Part 2","010.05 Part 2 Q0026","Which letter should pilot put in flight rules box of flight plan if they wish to switch from IFR to VFR 'V' 'Y' 'Z' 'X'","Y","None of the above","All of the above","Information not specified by ICAO regulations","Y","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0001","Which action should ATC take if they suspect a communication loss? Select the most complete answer.","Confirm it by asking the pilot to send a signal or perform a manoeuvre","All answers are correct","Continue to send blind instructions","Employ the light signals if the aircraft is a part of the aerodrome’s traffic pattern","All answers are correct","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0002","In case of a fightin Visual Meteorological Condlions (VMC), which action should a pliot take if a communication failure occurs?","Continue in VMC to the nearest aerodrome, land and inform ATC","None of the above","All of the above","Information not specified by ICAO regulations","Continue in VMC to the nearest aerodrome, land and inform ATC","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0003","In case of a flight in Instrument Meteorological Conditions (IMC) under radar control, what is the first step the pilot should take if a communication failure occurs?","Set the transponder to mode A code 7500 and maintain the last assigned level and speed for 7 minutes","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 20 minutes","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 7 minutes","Set the transponder to mode A code 7500 and maintain the last assigned level and speed for 20 minutes","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 7 minutes","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0004","In case of a flight in Instrument Meteorological Conditions (IMC) out of the radar control, what is the first step the pilot should take if a communication failure occurs?","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 20 minutes","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 7 minutes","Set the transponder to mode A code 7500 and maintain the last assigned level and speed for 7 minutes","Set the transponder to mode A code 7500 and maintain the last assigned level and speed for 20 minutes","Set the transponder to mode A code 7600 and maintain the last assigned level and speed for 20 minutes","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0005","According to Standardised European Rules of the Air (SERA), which situation can be considered an act of unlawful interference? Select the most complete answer.","Aircraft seizure on the ground","All answers are correct","Spreading misinformation","Bringing dangerous materials on board","All answers are correct","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0006","If unlawful interference occurs to an aircraft, which code should the flight crew set the transponder to?","7500","7700","7600","There are separate codes for different types of unlawful interference","7500","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0008","What can a pilot do to inform that the aircraft is subjected to an act of unlawful interference? (RVSM – Reduced","Vertical Separation Minima)","Change the flight level to the one differing from those assigned for","IFR flights by 1,000 ft (if RVSM are employed)","Change the flight level to the one differing from those assigned for IFR flights by 500 ft (if RVSM are employed)","Change the flight level to the one differing from those assigned for IFR flights by 500 ft (if RVSM are employed)","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0009","In which circumstances is an aircraft likely to be intercepted? Select the most complete answer.","When an aircraft experiences communication loss","When an aircraft deviates from the flight plan for a known reason","When an aircraft enters the airspace of a state through a different route from the one stated in the overflight permission","All answers are correct","When an aircraft enters the airspace of a state through a different route from the one stated in the overflight permission","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0011","How can the interceptor inform the aircraft it has been intercepted?","By rocking its wings and flashing navigational lights irregularly","By rocking its wings and flashing navigational lights in regular intervals","By performing a breakaway manoeuvre while flashing navigational lights irregularly","By performing a breakaway manoeuvre while flashing navigational lights in regular intervals","By rocking its wings and flashing navigational lights irregularly","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0012","What is an aircralt supposed to to ackowledgedge the fact has been intercepted? Select the most complete answer.","All correct","It is regulated only at the national level","It applies only to military aircraft","All of the above","All correct","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0013","To let the other aircraft proceed, the interceptor should _____. The intercepted aircraft should respond by _____.","perform a breakaway manoeuvre; rocking its wings","perform a breakaway manoeuvre; flashing navigational lights make a level turn to the left; flashing navigational lights make a level turn to the left; rocking its wings","None of the above","All of the above","perform a breakaway manoeuvre; rocking its wings","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0014","How can an intercepted aircraft inform the interceptor that it cannot land at the designated aerodrome?","By retracting the landing gear and flashing landing lights while overflying the runway","By extending and retracting the landing gear twice and flashing navigational lights while overflying the runway","By rocking its wings and flashing navigational lights while overflying the runway","By rocking its wings and flashing landing lights while overflying the runway","By retracting the landing gear and flashing landing lights while overflying the runway","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0015","What does it mean when the interceptor retracts the landing gear while rocking its wings and flashing navigational lights irregularly?","The intercepted aircraft is released","No other answer is correct","The intercepted aircraft is not allowed to land at the indicated aerodrome","The intercepted aircraft is supposed to follow the interceptor to the alternate aerodrome","The intercepted aircraft is supposed to follow the interceptor to the alternate aerodrome","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0016","How can the intercepted aircraft inform the interceptor that it cannot comply with the instructions?","By rocking its wings while switching all available lights on and off at regular time intervals","By flashing all available lights irregularly","By switching all available lights on and off at regular time intervals","No other answer is correct","By switching all available lights on and off at regular time intervals","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0017","How can the intercepted aircraft inform the interceptor that it is in distress?","By flashing all available lights irregularly","None of the above","All of the above","Information not specified by ICAO regulations","By flashing all available lights irregularly","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0018","Which phrase cannot be used by the intercepting aircraft?","'LAND HERE'","'DESCEND'","'PROCEED'","LAND HERE'","LAND HERE'","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0019","Which phrase cannot be used by the intercepted aircraft?","'AM LOST'","'DESCEND'","'CAN NOT'","No other answer is correct","No other answer is correct","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0020","What does the signal mean?","The pilot should proceed to the indicated gate","It does not require any specific action","It varies by contracting state","It is not regulated by ICAO","The pilot should proceed to the indicated gate","Synthesized"
"Rules of the Air – Part 3","010.05 Part 3 Q0022","What does the signal mean?","The pilot should stop the aircraft","The pilot should proceed to the next marshaller","The pilot should proceed to the indicated gate","No other answer is correct","The pilot should stop the aircraft","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0023","Which of the displayed signals will the marshaller use to instruct the flight crew to set the brakes?","IV","I","II","III","IV","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0025","Which of the displayed signals will the marshaller use to instruct the aircraft to hold position?","II","I","III","IV","II","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0026","Which of the displayed signals will the marshaller use to dispatch the aircraft?","I","No other answer is correct","II","III","No other answer is correct","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0027","The displayed marshalling signal can be used to instruct/inform the flight crew _____.","to stop the aircraft","to establish communication via interphone","about connecting the ground power","to engage the brakes","about connecting the ground power","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0028","Which of the displayed signals will the pilot use to inform the marshaller that the brakes have been engaged?","I","IV","II","III","I","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0029","Which of the displayed signals will the pilot use to instruct the marshaller to remove chocks?","IV","III","I","II","II","PDF"
"Rules of the Air – Part 3","010.05 Part 3 Q0030","What does it mean if the pilot raises two fingers in front of the face?","The chocks should be inserted","Two engines are ready to be started","Engine number 2 is ready to be started","The chocks should be removed","Engine number 2 is ready to be started","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0001","What is the name of the document that specifies the recommendations for instrument procedures?","The Air Navigation bulletin","PANS-OPS Doc 8168","The Chicago Convention","ICAO Annex 14","PANS-OPS Doc 8168","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0002","What is instrument procedure design based on?","Headings","No other answer is correct","Radials referenced to true north","Track and bearing","Track and bearing","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0003","What is the pilot expected to do when flying a Standard Instrument Departure (SID) procedure?","Request vectors from ATC to remain on track","Fly a heading and ignore the wind correction","Request clearance from ATC to apply a wind correction","Apply corrections for known wind to remain with the protected area","Apply corrections for known wind to remain with the protected area","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0004","What is a straight departure?","A departure procedure in which the departure track deviation from the extended runway centreline is within 15°","A departure procedure in which the departure track is aligned with the extended runway centreline","A departure procedure in which the departure track deviation from the extended runway centreline is within 30°","A departure procedure in which the departure track deviation from the extended runway centerline is within 15degree","A departure procedure in which the departure track deviation from the extended runway centerline is within 15degree","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0005","The design of an omnidirectional departure has to ensure that _____.","at least 90 m of obstacle clearance is provided before turns greater than 30° can be specified at least 90 m of obstacle clearance is provided before turns greater than 15° can be specified at least 90 ft of obstacle clearance is provided before turns greater than 30° can be specified at least 90 ft of obstacle clearance is provided before turns greater than 15° can be specified","at least 90 m of obstacle clearance is provided before turns greater than 15° can be specified","None of the above","All of the above","at least 90 m of obstacle clearance is provided before turns greater than 15° can be specified","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0006","Concerning the ICAO DOC 8168, what does the abbreviation 'DER' stand for?","Departure end of runway","None of the above","All of the above","Information not specified by ICAO regulations","Departure end of runway","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0007","What is the value of the standard Procedure Design Gradient (PDG) for a departure procedure?","3.3%","2.8%","5.2%","0.033","0.033","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0008","Which statement is true regarding the protected area in an instrument approach?","- Protected area includes the primary area in the centre and secondary areas on its both sides; full Minimum Obstacle Clearance is provided for the full width of the protected area - Protected area ensures full Minimum Obstacle Clearance only in the middle part of the area; the value is reduced to half-MOC at the area edges - Protected area's total width includes the primary area in the centre and secondary areas on its both sides; full Minimum Obstacle","Clearance is provided only in the middle of the primary area - Protected area's total width includes the primary area in the centre and secondary areas on its both sides; full Minimum Obstacle","Clearance is provided in the primary area only","Protected area's total width includes the primary area in the centre and secondary areas on its both sides; full Minimum Obstacle Clearance is provided in the primary area only","Protected area's total width includes the primary area in the centre and secondary areas on its both sides; full Minimum Obstacle Clearance is provided in the primary area only","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0009","Which statement is true regarding the instrument flight procedure fixes?","The location of fixes is defined with limited level of precision due to the limited accuracy of navigation facilities use for designating them","None of the above","All of the above","Information not specified by ICAO regulations","The location of fixes is defined with limited level of precision due to the limited accuracy of navigation facilities use for designating them","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0010","Fix tolerance area dimensions depend on _____.","the distance from the facility and accuracy of the navigation aid the distance from the facility multiplied by a tolerance factor a tolerance factor dependent on the type of the navigation aid radial or track","the distance from the facility and accuracy of the navigation aid","None of the above","All of the above","the distance from the facility and accuracy of the navigation aid","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0011","Which facility is characterised by the greatest value of the system use accuracy (bearing error)?","NDB","ILS","VOR","No other answer is correct","NDB","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0012","For PBN procedures, cross-track tolerance value is equivalent to _____.","ATT","TSE","0.8·TSE","NSE","TSE","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0013","What is the maximum distance of a FAF from the runway threshold?","10 NM","2 NM","8 NM","4 NM","10 NM","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0014","The optimum approach glide path angle is equal to _____, which corresponds to _____.","3°; 5.2%","3°; 3%","5°; 5.2%","3;5:2%","3;5:2%","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0015","what speed is the aircraft approach performance categorisation based on","Vat","None of the above","All of the above","Information not specified by ICAO regulations","Vat","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0016","How can the value of Vat be calculated?","Vat = 1.23·Vso","Vat = 1.3·Vs1g","Vat = 1.3·Vso","Vat=1.3 • Vso","Vat=1.3 • Vso","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0017","What is the range of Vat values for approach category B?","less than 91 kt IAS","91-120 kt IAS","121-140 kt IAS","166-210 kt IAS","91-120 kt IAS","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0018","What is the range of Vat values for approach category A?","Less than 91 kt IAS","It is regulated only at the national level","It applies only to military aircraft","All of the above","Less than 91 kt IAS","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0019","What is the range of Vat values for approach category C?","91-120 kt IAS","166-210 kt IAS","141-165 kt IAS","No other answer is correct (121-140 kts)","No other answer is correct (121-140 kts)","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0020","Which of the following is NOT a name of an existing approach procedure?","Omnidirectional approach","None of the above","All of the above","Information not specified by ICAO regulations","Omnidirectional approach","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0021","What is the typical radius of the area in which the Minimum Sector Altitude (MSA) is established to provide at least 1,000 ft (300 m) obstacle clearance?","45 NM","25 NM","8 NM","8 km","25 NM","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0022","Minimum Sector Altitude (MSA) published on the approach chart provides obstacle clearance of at least _____.","300 m within 25 NM of the homing facility associated with the approach procedure for the aerodrome","300 m within 25 km of the initial approach fix","1000 ft within 25 NM of the FAF or FAP","1000 m within 25 km of the homing facility associated with the approach procedure for the aerodrome","300 m within 25 NM of the homing facility associated with the approach procedure for the aerodrome","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0023","What is OCA/H The lowest altitude (or height above the threshold or aerodrome elevation) that the pilot can descend to, which provides appropriate obstacle clearance The lowest altitude that the pilot can descend to, which provides appropriate terrain clearance en-route The altitude (or height above the threshold elevation) that is equal to the altitude/height of the highest obstacle in the approach sector No other answer is correct","The lowest altitude(or height above the threshold or aerodrome elevation) that pilot can descend to, which provides appropriate obstacle clearance","It is regulated only at the national level","It applies only to military aircraft","All of the above","The lowest altitude(or height above the threshold or aerodrome elevation) that pilot can descend to, which provides appropriate obstacle clearance","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0024","Which statement is true regarding the OCA/H for Precision Approaches (PA) and Approaches with Vertical Guidance (APV)?","The Minimum Obstacle Clearance (MOC) over the highest approach obstacle included in the OCA/H has two fixed values: 75 m (246 ft) for approaches with FAF, and 90 m (295 ft) for approaches without","FAF","The OCA/H for PA and APV is always measured from the Aerodrome","The OCA/H for PA and APV is always measured from the threshold elevation","The OCA/H for PA and APV is always measured from the threshold elevation","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0025","What does AAL mean?","Above aerodrome level","It does not require any specific action","It varies by contracting state","It is not regulated by ICAO","Above aerodrome level","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0026","Which statement is true regarding the OCA/H for Non-Precision Approaches (NPA)?","The Minimum Obstacle Clearance (MOC) over the highest approach obstacle included in the OCAIH has two fixed values: 75 m (246 ff) for pproaches with FAF, and 90 m (295 ff) for approaches without FAF","None of the above","All of the above","Information not specified by ICAO regulations","The Minimum Obstacle Clearance (MOC) over the highest approach obstacle included in the OCAIH has two fixed values: 75 m (246 ff) for pproaches with FAF, and 90 m (295 ff) for approaches without FAF","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0027","What are operational minima?","- Operational minima are equal to the Minimum Obstacle Clearance (MOC) over the highest obstacle in the approach path, and have a fixed value for each aircraft category - Operational minima are the OCA/H decreased by a safety margin related with favourable meteorological conditions, aircraft performance, crew training, aerodrome specifications etc.","- Operational minima are the OCA/H increased by a safety margin correcting for factors such as meteorological conditions, aircraft performance, crew training, aerodrome specifications etc.","- No other answer is correct","Operational minima are the OCA/H increased by a safety margin correcting for factors such as meteorological crew training, aerodrome specifications etc.","Operational minima are the OCA/H increased by a safety margin correcting for factors such as meteorological crew training, aerodrome specifications etc.","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0028","Based on operational conditions, a margin may be added to OCA of a non-precision approach. The resultant value is called____","MDA","None of the above","All of the above","Information not specified by ICAO regulations","MDA","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0029","The minimum height to which an aircraft may safely continue its descent while performing a precision approach, without any outside visual cues is called the _____.","Decision Altitude (DA)","operational safety margin","Minimum Descent Altitude (MDA)","Decision Height (DH)","Decision Height (DH)","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0030","Which statement is true regarding the initial approach segment? Select the most complete answer.","- The Minimum Obstacle Clearance (MOC) in the initial approach segment equals at least 492 ft - For precision approaches, the initial approach segment provides a maximum interception angle of the intermediate approach segment equal to 120° - Initial approach segment starts at the IAF and ends at the IF - All answers are correct","Initial approach segment starts at the IAF and ends at the IF","None of the above","All of the above","Initial approach segment starts at the IAF and ends at the IF","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0031","Which statement is true regarding the intermediate approach segment? Select the most complete answer.","Intermediate approach segment starts at the IF and ends at the FAF","All answers are correct","The Minimum Obstacle Clearance (MOC) in the intermediate approach segment equals at least 492 ft","All answers are correct: Intermediate approach segment starts at the IF and ends at the FAF, The Minimum Obstacle Clearance (MOC) in the intermediate approach segment equals at least 492 ft, Intermediate approach segment allows for aircraft configuration and speed adjustment for landing","All answers are correct: Intermediate approach segment starts at the IF and ends at the FAF, The Minimum Obstacle Clearance (MOC) in the intermediate approach segment equals at least 492 ft, Intermediate approach segment allows for aircraft configuration and speed adjustment for landing","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0032","Which statement is true regarding the final approach segment? Select the most complete answer.","No other answer is correct","It is the segment of an instrument approach procedure in which alignment and descent for landing are accomplished","It is the segment of an instrument approach procedure between the","IAF and the IF","It is the segment of an instrument approach procedure in which alignment and descent for landing are accomplished","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0033","Which of the following is a name of a manoeuvre allowing for entry into an approach procedure with no IAF or IF specified? Select the most complete answer.","Procedure turn","Holding pattern","Racetrack","All answers are correct","All answers are correct","PDF"
"Aircraft Operations – Part 1","010.06 Part 1 Q0034","A manoeuvre in which an initial turn is made away from the designated track, and then followed by a turn in the opposite direction to allow for the interception of the reciprocal of the designated track is called a _____.","A procedure turn","None of the above","All of the above","Information not specified by ICAO regulations","A procedure turn","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0035","What is the name of a turn executed during the initial approach between the end of the outbound track and the beginning of the intermediate or final approach track, on tracks that are not reciprocal?","Based turn","It is regulated only at the national level","It applies only to military aircraft","All of the above","Based turn","Synthesized"
"Aircraft Operations – Part 1","010.06 Part 1 Q0036","What is the name of a procedure designed so as to enable the aircraft to reduce alttude roach, and to establish the aircraft on the inbound track when an enty into a reversal procedure Base turn Procedure turn Racetrack Shuttle","Recetrack","It is regulated only at the national level","It applies only to military aircraft","All of the above","Recetrack","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0001","Which statement is true concerning the initial missed approach segment?","- The initial missed approach segment begins where the pilot loses the navaid guidance, and ends when the OCH is passed - The initial missed approach segment begins at the MAPt, and ends when the climb is established - The initial missed approach segment begins at MDH, and ends when 50 m OCH is obtained and can be maintained - The initial missed approach segment begins at the threshold, and ends at the point where the climb is established","The initial missed approach segment begins at the MAPt, and ends when the climb is established","None of the above","All of the above","The initial missed approach segment begins at the MAPt, and ends when the climb is established","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0002","During a missed approach phase of an instrument approach, the Minimum Obstacle Clearance (MOC) in the final phase of this missed approach is equal to____","50m 164ft","None of the above","All of the above","Information not specified by ICAO regulations","50m 164ft","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0003","Where does the initial phase of a missed approach procedure end?","At the point where a new approach, holding or return to enroute flight is initiated","At the missed approach point","At the point where the climb is established","At the first point where 50 m (164 ft) obstacle clearance is obtained and can be maintained","At the point where the climb is established","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0004","Which of the following is the lowest level for a missed approach procedure?","MDA/H","None of the above","All of the above","Information not specified by ICAO regulations","MDA/H","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0005","In what situations is a missed approach necessary? Select the most complete answer.","No ATC clearance is issued for landing","All answers are correct","No visual reference can be established at DA/H or MDA/H","All ans are correct: The approach is unstabilised, No visual reference can be established at DA/H or MDA/H, No ATC clearance is issued for landing","All ans are correct: The approach is unstabilised, No visual reference can be established at DA/H or MDA/H, No ATC clearance is issued for landing","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0006","What should be done if the missed approach is initiated before the MAPt?","The pilot should proceed at present altitude/height, but not lower than the MDA/H for the procedure, until passing the MAPt","The pilot should turn towards the initial approach fix","The pilot should always descend to MDA/H, and then climb to the go around altitude","The pilot must proceed at the procedural altitude until reaching the","The pilot should proceed at present altitude/height, but not lower than the MDA/H for the procedure, until passing the MAPt","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0007","What is a circling approach?","A visual flight manoeuvre keeping the runway environment in sight while at MDA/H","A flight manoeuvre that may be performed as long as visual ground contact can be maintained","A visual flight manoeuvre which can only be conducted in IMC","A visual flight manoeuvre to be performed only when radar vectoring is available","A visual flight manoeuvre keeping the runway environment in sight while at MDA/H","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0008","What is the MDH during a circling approach of a commercial aeroplane category B?","700 ft","400 ft","600 ft","500 ft","500 ft","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0009","What is the MDH during a circling approach of a commercial aeroplane category C?","500 ft","400 ft","No other answer is correct","700 ft","No other answer is correct","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0010","During a circling approach, when can the descent below MDA/H be commenced? Select the most complete answer.","Only the first option","None of the above","Only the third option","All answers are correct: When landing threshold is in sight, When landing is possible without excessive ROD or bank angle, When the visual reference may be established and maintained","All answers are correct: When landing threshold is in sight, When landing is possible without excessive ROD or bank angle, When the visual reference may be established and maintained","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0011","Why is there no uniform missed approach procedure for all circling approaches?","Because each circling situation is different due to variables such as runway layout, obstacles, final approach track, wind velocity and meteorological conditions","None of the above","All of the above","Information not specified by ICAO regulations","Because each circling situation is different due to variables such as runway layout, obstacles, final approach track, wind velocity and meteorological conditions","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0012","What should be done during a circling approach when the crew loses visual reference on the crosswind or downwind leg?","- A climbing turn should be performed away from the landing runway, until the missed approach track interception is possible - A climbing turn should be performed towards the landing runway to intercept the missed approach procedure of the initial approach - No other answer is correct - An initial turn should be performed towards the landing runway, until the missed approach track interception is possible, and only then the climb may be commenced","A climbing turn should be performed towards the landing runway to intercept the missed approach procedure of the initial approach","None of the above","All of the above","A climbing turn should be performed towards the landing runway to intercept the missed approach procedure of the initial approach","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0013","What should be done during a circling approach when the crew loses visual reference on base leg or on final?","- An initial climbing turn should be performed towards the landing runway, or towards the centre of the protected area, until the initial procedure's missed approach track interception is possible - An initial turn should be performed away from the landing runway, until the missed approach track interception is possible - An initial climbing turn should be performed away from the landing runway, until the landing runway's missed approach track interception is possible - An initial turn should be performed towards the landing runway, until the missed approach track interception is possible, and only then the climb may be commenced","An initial climbing turn should be performed towards the landing runway, or towards the centre of the protected area, until the initial procedure's missed approach track interception is possible","None of the above","All of the above","An initial climbing turn should be performed towards the landing runway, or towards the centre of the protected area, until the initial procedure's missed approach track interception is possible","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0014","What is the term used for a climb or a descent procedure conducted in a holding pattern?","Shuttle","Racetrack","Vertical manoeuvring","Procedural climb/descent","Shuttle","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0015","Unless otherwise published on the procedure chart or instructed by ATC, what should be the direction of all turns after the initial entry into the holding pattern?","To the left","To the right","First right and then to the left","Teardrop to the left and then to the right","To the right","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0016","What are the characteristics of a standard holding pattern below FL140?","Right hand turns and 1.5 minutes outbound","Left hand turns and 1 minute outbound","Right hand turns and 1 minute outbound","Left hand turn and 1.5 minutes outbound","Right hand turns and 1 minute outbound","PDF"
"Aircraft Operations – Part 2","010.06 Part 2 Q0017","When should the turn be started while flying on the outbound leg of a holding, if legs are specified by 1 NM DME?","As soon as the DME reading is 1 NM","None of the above","All of the above","Information not specified by ICAO regulations","As soon as the DME reading is 1 NM","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0018","How to determine the gate radial in a holding pattern?","In a right-hand pattern, it is the inbound radial minus 30°, in a left- hand pattern - the inbound radial increased by 30°","None of the above","All of the above","Information not specified by ICAO regulations","In a right-hand pattern, it is the inbound radial minus 30°, in a left- hand pattern - the inbound radial increased by 30°","Synthesized"
"Aircraft Operations – Part 2","010.06 Part 2 Q0019","What is the rate of turn or bank angle required for turns in a holding pattern?","15° bank angle maximum","30° bank angle maximum","5° per second","3degree per sec","3degree per sec","PDF"
