"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Meteorology – 050.02(2)","050.02(2) Q0033","Where should the mountain waves be expected?","On the downwind side of the mountain range","Directly over the mountain range","On both sides of the mountain range along its slopes","On the upwind side of the mountain range","On the downwind side of the mountain range","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0034","Where should pilots expect the occurrence of mountain waves? Select the most complete answer.","All answers are correct","On the leeward side of the mountain range","Up to the tropopause","Below Altocumulus lenticularis clouds","All answers are correct","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0035","What is the name of regions of severe turbulence appearing below mountain waves, directly beneath their crests?","Rotors","Lee waves","Standing waves","No other answer is correct","Rotors","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0036","How should the direction and speed of a wind blowing above a mountain range change for the lee waves to form ?","The speed should increase, and the direction should remain mostly the same","The speed should remain unchanged, and the wind should back","The speed should remain unchanged, and the wind should veer","The speed should decrease, and the direction should remain the same","The speed should increase, and the direction should remain mostly the same","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0037","Which of the following conditions are the most favourable to the formation of mountain waves?","The wind of 30 kt blowing within 20°of the perpendicular to the ridge","The wind of 20 kt blowing within 60°of the perpendicular to the ridge","The wind of 10 kt blowing within 30° of the perpendicular to the ridge","The wind of 5 kt blowing perpendicularly to the ridge","The wind of 30 kt blowing within 20°of the perpendicular to the ridge","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0038","Mountain waves may form when the air at the level of the ridge’s top is _____.","stable, with less stable layers above and below","unstable, with stable layers above and below","absolutely unstable","conditionally unstable","stable, with less stable layers above and below","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0039","What is the name of the clouds that typically form at the top of standing waves?","Altocumulus lenticularis","Rotor clouds","Cap clouds","Roll clouds","Altocumulus lenticularis","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0040","Are mountain waves always associated with the formation of specific types of clouds?","No, because sometimes the wind blowing towards the mountain range is too dry","No, because sometimes the wind blowing towards the mountain range is too strong","No, because sometimes the air mass blowing towards the mountain range is too stable","Yes","No, because sometimes the wind blowing towards the mountain range is too dry","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0041","What should be avoided when flying in the vicinity of the mountain ridge? Select the most complete answer.","Flying parallel to the ridge on its leeward side","All answers are correct","Flying at high altitudes when flying upwind on the leeward side","Flying at low altitudes when flying downwind on the leeward side","Flying parallel to the ridge on its leeward side","Evionica"
"Meteorology – 050.02(2)","050.02(2) Q0042","When flying over the mountain ridge, the height of which is 5,000 ft, what is the sufficient clearance which minimises the risk of being affected by severe turbulence?","5,000 ft","7,500 ft","10,000 ft","2,500 ft","5,000 ft","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0001","When does a gust appear?","When the faster air from higher levels moves to lower levels","When two air masses of different temperature mix with each other","When two air masses of different humidity mix with each other","When the slower air from lower levels moves aloft","When the faster air from higher levels moves to lower levels","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0002","What is true about mechanical turbulence?","Mechanical turbulence is caused by physical obstructions like buildings, trees and any irregularities of the terrain","Mechanical turbulence is another term for wake turbulence","Mechanical turbulence can be experienced at FL350","Mechanical turbulence is caused by the vertical movement of the air in an unstable airmass","Mechanical turbulence is caused by physical obstructions like buildings, trees and any irregularities of the terrain","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0003","When is the thermal turbulence most pronounced?","During sunny days in the early afternoon","In the evening","During cloudy days in the morning","During sunny days in the morning","During sunny days in the early afternoon","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0004","Turbulence with the greatest intensity should be expected within _____.","Cumulonimbus (Cb) cloud","Nimbostratus (Ns) cloud","Altocumulus (Ac) castellanus cloud","Stratus (St) cloud","Cumulonimbus (Cb) cloud","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0005","Where should the Clear Air Turbulence (CAT) be expected? Select the most complete answer.","All answers are correct","Around high-level troughs and ridges","In the vicinity of jet streams","In the vicinity of standing waves","All answers are correct","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0006","What is true about frontal turbulence?","Cold fronts are associated with stronger frontal turbulence than warm fronts","Warm fronts are associated with stronger frontal turbulence than cold fronts","Frontal turbulence is stronger when the air is dry and stable","Frontal turbulence is stronger when the air is moist and stable","Cold fronts are associated with stronger frontal turbulence than warm fronts","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0007","Which set consists of conditions which are most favourable to the formation of turbulence?","Unstable air and rough ground","Unstable air and smooth terrain","Stable air and rough ground","Stable air and smooth terrain","Unstable air and rough ground","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0008","Which phenomenon is often associated with jet streams?","Clear Air Turbulence (CAT)","Icing","No other answer is correct","Windshear","Clear Air Turbulence (CAT)","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0009","Where is the Clear Air Turbulence (CAT) associated with a polar front jet stream the most severe?","Along the axis of the core of a jet stream, to the left when looking downstream","In the core of a jet stream","Along the axis of the core of a jet stream, to the right when looking downstream","All around the core of a jet stream","Along the axis of the core of a jet stream, to the left when looking downstream","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0010","Where can the core of a polar front jet stream be found?","On the warm side of the polar front, just below the tropopause","On the cold side of the polar front, just below the tropopause","On the warm side of the polar front, just above the tropopause","On the cold side of the polar front, just above the tropopause","On the warm side of the polar front, just below the tropopause","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0011","One day, over some location in the northern hemisphere, a polar front jet stream blows from N to S. Therefore, which statement is true?","The polar air is below and eastwards to the core of a jet stream","The polar air is above and eastwards to the core of a jet stream","The polar air is above and westwards to the core of a jet stream","The polar air is below and westwards to the core of a jet stream","The polar air is below and eastwards to the core of a jet stream","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0012","An aircraft flying over Western Europe is crossing a jet stream perpendicularly to its core and 2,500 ft below it. A pilot notices that the outside air temperature is increasing. Therefore, the prevailing wind _____.","blows from the right","is a tailwind","blows from the left","is a headwind","blows from the right","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0013","What is thermal wind?","Wind controlled by the temperature gradient","Wind blowing only over deserts","Another name of geostrophic wind","Wind blowing from the area of lower temperature to the area of higher temperature","Wind controlled by the temperature gradient","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0014","According to Buys Ballot’s law, when standing in the northern hemisphere with our back to the wind, the _____.","cooler air mass is on the left","cooler air mass is on the right","warmer air mass is ahead","cooler air mass is ahead","cooler air mass is on the left","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0015","What is the minimum speed for the wind to be classified as a jet stream?","60 kt","50 kt","80 kt","70 kt","60 kt","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0016","What is the height (H) to width (W) to length (L) ratio (H:W:L) for the typical jet stream?","1:100:1000.","0.0497685185185185","0.0601851851851852","1:100:10000.","1:100:1000.","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0017","What is the main reason for the formation of a polar front jet stream?","The strong temperature contrast between the cold polar and warm tropical air","The surface pressure difference between Azores high and Icelandic low","Circulation in the Hadley cells","The varying elevation of the tropopause in the polar front region","The strong temperature contrast between the cold polar and warm tropical air","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0018","What is true about jet streams blowing on the earth?","In the northern hemisphere, westerly as well as easterly jet streams occur","In the southern hemisphere, only easterly jet streams occur","In the southern hemisphere, no jet streams occur","No other answer is correct","In the northern hemisphere, westerly as well as easterly jet streams occur","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0019","What are the typical horizontal distances between the core of a polar front jet stream and the surface positions of the associated fronts?","Around 200 NM behind the cold front and about 400 NM ahead of the warm front","Around 200 NM behind the warm front and about 400 NM ahead of the cold front","Around 400 NM behind the warm front and about 200 NM ahead of the cold front","Around 400 NM behind the cold front and about 200 NM ahead of the warm front","Around 200 NM behind the cold front and about 400 NM ahead of the warm front","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0020","In the northern hemisphere, a polar front jet stream blows _____.","between latitudes of 40°N and 60°N","between latitudes of 25°N and 40°N","between latitudes of 30°N and 70°N","between latitudes of 50°N and 65°N","between latitudes of 40°N and 60°N","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0021","What is true about the speed of a polar front jet stream core?","The speed of a polar front jet stream core is greater in the winter than in the summer","The speed of a polar front jet stream core remains nearly unchanged through the whole year","The speed of a polar front jet stream core depends on many factors and cannot be easily predicted
Correct","The speed of a polar front jet stream core is greater in the summer than in the winter","The speed of a polar front jet stream core is greater in the winter than in the summer","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0022","At which pressure level subtropical jet streams can typically be encountered?","200 hPa","100 hPa","150 hPa","250 hPa","200 hPa","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0023","Which jet streams are permanent?","Polar front jet streams and subtropical jet streams","Polar front jet streams and the Arctic jet stream","Polar front jet streams and the equatorial jet stream","The equatorial jet stream and subtropical jest streams","Polar front jet streams and subtropical jet streams","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0024","What is the main difference between the equatorial jest stream and every other jet stream blowing on the earth?","Wind direction","Wind speed","Vertical dimensions","Horizontal dimensions","Wind direction","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0025","What is true about the tropical easterly jest stream? Select the most complete answer.","All answers are correct","The tropical easterly jet stream occurs only in the northern hemisphere","The tropical easterly jet stream blows at an altitude of approximately 45,000 ft","The tropical easterly jet stream can be encountered only in the summer","All answers are correct","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0026","What wind conditions should be expected when flying in August from Bangkok (13°N 100°E) to Mumbai (19°N 73°E) at 34,000 ft?","Tailwinds","Headwinds","Strong southerly winds","Strong northerly winds","Tailwinds","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0027","What is the name of a jet stream blowing across India?","Tropical easterly jet stream","Polar front jet stream","Indian jet stream","Subtropical jet stream","Tropical easterly jet stream","Evionica"
"Meteorology – 050.02(3)","050.02(3) Q0028","At what pressure levels the core of the Arctic jet stream can be found?","Between 400 hPa and 300 hPa","Between 200 hPa and 150 hPa","Between 300 hPa and 200 hPa","Between 500 hPa and 400 hPa","Between 400 hPa and 300 hPa","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0001","As the humidity of a parcel of the air increases, its density _____.","decreases","increases","remains unchanged","increases or decreases, depending on the temperature","decreases","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0002","When is a parcel of the air saturated?","A parcel of the air is saturated when in the given temperature it contains the maximum possible amount of water","A parcel of the air is saturated when in the given temperature it contains the minimum possible amount of water","A parcel of the air is saturated when its Relative Humidity (RH) is lower than 90%","A parcel of the air is saturated when its Relative Humidity (RH) is greater than 90%","A parcel of the air is saturated when in the given temperature it contains the maximum possible amount of water","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0003","A parcel of the saturated air would consist of more water vapour _____.","when on the equator than at the poles","when aloft than at MSL","when at the poles than on the equator","when on Sahara than on Greenland","when on the equator than at the poles","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0004","Provided that the volume of a parcel of the unsaturated air remains unchanged, what will happen when its temperature decreases?","The Relative Humidity (RH) will remain constant","The Relative Humidity (RH) will increase","The Relative Humidity (RH) will decrease slightly","The Relative Humidity (RH) will decrease significantly","The Relative Humidity (RH) will remain constant","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0005","What happens when a parcel of the air is saturated with water vapour and the temperature increases?","The amount of water vapour remains unchanged","The Relative Humidity (RH) increases","The Relative Humidity (RH) remains unchanged","The amount of water vapour increases","The amount of water vapour remains unchanged","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0006","Which of the following quantities remains unchanged when a parcel of the unsaturated air is lifted until it reaches the condensation level?","Humidity Mixing Ratio (HMR)","Relative Humidity (RH)","Absolute humidity","No other answer is correct","Humidity Mixing Ratio (HMR)","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0007","What is the difference between absolute humidity and the Humidity Mixing Ratio (HMR)? Select the most complete answer.","All answers are correct","For the fixed atmospheric pressure, when the temperature rises, absolute humidity increases, whereas HMR remains unchanged","For the fixed air temperature, when the atmospheric pressure rises, absolute humidity increases, whereas HMR remains unchanged","The unit of absolute humidity is grams per cubic metre, whereas the unit of HMR is gram per kilogram","All answers are correct","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0008","We can say that a parcel of the air is saturated when its Relative Humidity (RH) is _____.","1","greater than 90%","greater than 85%","greater than 50%","1","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0009","How is the Relative Humidity (RH) of a parcel of unsaturated air affected when the water vapour is added to it?","The RH increases when the temperature remains constant","The RH decreases when the temperature remains constant","The RH decreases when the temperature increases","The RH remains unchanged when the temperature decreases","The RH increases when the temperature remains constant","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0010","If 1 kg of the air contains 15 g of water vapour and the maximum content of water vapour is 20 g/kg, what is the Relative Humidity (RH)?","0.75","0.25","0.33","0.15","0.75","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0011","What is true about the Relative Humidity (RH)?","The RH of an unsaturated parcel of the air decreases with increasing temperature","The RH of an unsaturated parcel of the air increases with increasing temperature","The RH of an unsaturated parcel of the air is not influenced by changing temperature","The RH of an unsaturated parcel of the air does not depend on the atmospheric pressure","The RH of an unsaturated parcel of the air decreases with increasing temperature","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0012","What can we say about the air temperature and Relative Humidity (RH) during the night?","The air temperature falls, and the RH rises","The air temperature rises, and the RH falls","The air temperature falls, and so does the RH","The air temperature rises, and so does the RH","The air temperature falls, and the RH rises","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0013","Within 24 hours, the Relative Humidity (RH) is expected to _____.","decrease during the day and increase at night","increase during the day and decrease at night","reach its daily maximum value in the afternoon","reach its daily maximum value at midnight","decrease during the day and increase at night","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0014","Which instrument is used for measuring the humidity of the air?","Hygrometer","Hydrometer","Hygroscope","Hydroscope","Hygrometer","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0015","Why does the wet-bulb thermometer indication never exceed the dry-bulb thermometer indication?","The heat is drawn out from the bulb of a wet-bulb thermometer due to the process of evaporation","The heat is drawn out from the bulb of a wet-bulb thermometer due to the process of condensation","The bulb of a wet-bulb thermometer is supplied with the heat due to the process of evaporation","The bulb of a wet-bulb thermometer is supplied with the heat due to the process of condensation","The heat is drawn out from the bulb of a wet-bulb thermometer due to the process of evaporation","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0016","When will both thermometers of a psychrometer indicate the same temperature?","When the Relative Humidity (RH) of the surrounding air is 100%","When the Relative Humidity (RH) of the surrounding air is 0%","Always, regardless of the Relative Humidity (RH)","There is no possibility that both thermometers will indicate the same temperature","When the Relative Humidity (RH) of the surrounding air is 100%","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0017","What is the average lapse rate of the dew point in the atmosphere?","0.5 °C/1,000 ft","1.8 °C/1,000 ft","2.5 °C/1,000 ft","0.8 °C/1,000 ft","0.5 °C/1,000 ft","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0018","What is a dew point?","Dew point is the temperature to which moist air must be cooled to become saturated at the given pressure conditions","Dew point is the lowest temperature at which evaporation still occurs at the given pressure conditions","Dew point is the temperature below which phase transition resulting in the absorption of latent heat occurs at the given pressure conditions","Dew point is the temperature to which moist air must be cooled to reduce the Relative Humidity (RH)","Dew point is the temperature to which moist air must be cooled to become saturated at the given pressure conditions","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0019","What happens when the air is cooled to its dew point, and the temperature is further reduced? Select the most complete answer.","Condensation occurs and the dew point temperature decreases","All answers are correct","The Relative Humidity (RH) increases","The wet-bulb temperature remains unchanged","Condensation occurs and the dew point temperature decreases","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0020","The difference between the ambient temperature and the dew point temperature equals 5 °C. What is the Relative Humidity (RH)?","0.75","0.85","0.95","There is not enough data to assess the RH","0.75","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0021","The difference between the ambient temperature and the dew point temperature is for sure greater in _____.","dry air","moist air","the air whose temperature is high","the air whose temperature is low","dry air","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0022","What is true when the ambient temperature decreases and the dew point temperature remains unchanged?","The Relative Humidity (RH) increases","The Relative Humidity (RH) decreases","The amount of water vapour decreases","The amount of water vapour increases","The Relative Humidity (RH) increases","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0023","Which phase transition is known as deposition?","From gas to solid","From solid to gas","From liquid to solid","From solid to liquid","From gas to solid","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0024","What is the name of the process at which ice changes directly into water vapour?","Sublimation","Desublimation","Overcooling","Deposition","Sublimation","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0025","In which of the following phase transitions is the latent heat absorbed?","No other answer is correct","Sublimation and condensation","Melting and condensation","Vaporisation and freezing","No other answer is correct","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0026","What is true about evaporation? Select the most complete answer.","All answers are correct","Evaporation occurs only on the liquid surface","When the liquid evaporates, latent heat is absorbed","Evaporation occurs at any temperature unless the air above the surface of the liquid is saturated","All answers are correct","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0027","What is true about condensation? Select the most complete answer.","Condensation cannot occur unless condensation nuclei are present in the air","Condensation occurs at any temperature","When the gas condenses, latent heat is absorbed","All answers are correct","Condensation cannot occur unless condensation nuclei are present in the air","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0028","What is the name of the state at which liquid water exists in temperatures below the freezing point?","Supercooled water","Undercooled ice","Underheated water","No other answer is correct","Supercooled water","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0029","What may happen with ice when the temperature increases above the melting point?","It will change into water","Some of it will change into superfrozen ice, and the rest will change into water","It will change into water vapour","It may change into either water or superfrozen ice","It will change into water","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0030","What is true about the phase transition at which water vapour changes directly into ice? Select the most complete answer.","All answers are correct","During this phase transition, latent heat is released","This phase transition is called deposition","As a result of this phase transition, frost and hoar frost may form","All answers are correct","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0031","During discharging of a fire extinguisher containing carbon dioxide, its valve becomes significantly cool. What is the reason for the occurrence of this phenomenon?","As the fire extinguisher is being discharged, the gas expands rapidly, and thereby it cools significantly","Carbon dioxide inside the fire extinguisher is very cool","Carbon dioxide becomes compressed when flowing through the valve, and thereby its temperature becomes significantly reduced","The special design of the valve leads to rapid cooling of the gas flowing through it","As the fire extinguisher is being discharged, the gas expands rapidly, and thereby it cools significantly","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0032","Why does a parcel of the air cool as it ascends?","Because it expands","Because it contracts","Because the air is cooler at higher altitudes","No other answer is correct","Because it expands","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0033","What is the average value of the DALR?","1 °C/100 m","3 °C/100 m","1.8 °C/100 m","0.6 °C/100 m","1 °C/100 m","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0034","What will happen to the temperature of a parcel of unsaturated air if it is forced to rise just below the condensation level and then settles back to its original position?","The temperature will remain the same","The temperature will decrease","The temperature will increase","The temperature change cannot be assessed because it will depend on the value of the atmospheric pressure","The temperature will remain the same","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0035","What is true about the value of SALR near the ground at different locations? Select the most complete answer.","All answers are correct","At equatorial latitudes, the SALR near the ground is smaller than at polar latitudes","At equatorial latitudes, the SALR near the ground is smaller than at temperate latitudes","At equatorial latitudes, the SALR aloft equals the SALR aloft at temperate latitudes","All answers are correct","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0036","Which statement is true provided that northerly Foehn wind blows from the mountain ridge?","The southern passes of the ridge are covered with clouds","Convective clouds associated with thunderstorms may appear on the southern passes of the ridge","Rain may appear on the northern passes of the ridge","Air on the northern passes of the ridge is warmer than the air on the southern passes","The southern passes of the ridge are covered with clouds","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0037","At temperate latitudes, when the ELR is 0.65 °C/100 m, the air is _____.","stable when dry","conditionally stable","stable when saturated","absolutely unstable","stable when dry","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0038","What can we say about the atmosphere when the temperature at the surface is 15 °C, and the temperature at 1,000 m is 13 °C?","The atmosphere is absolutely stable","The atmosphere is absolutely unstable","The atmosphere is conditionally unstable","The atmosphere is conditionally stable","The atmosphere is absolutely stable","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0039","At temperate latitudes, when the ELR is 1 °C/100 m, the air is _____.","neutrally stable when dry","stable when saturated","conditionally unstable","absolutely unstable","neutrally stable when dry","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0040","At temperate latitudes, when the ELR is _____, the air is conditionally unstable.","0.7 °C/100 m","0.4 °C/100 m","0.6° C/100 m","1 °C/100 m","0.7 °C/100 m","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0041","What is the result of the advection of the warm air over the cooler ground?","The formation of a stable system","The occurrence of strong thermal currents","The formation of an unstable system","The appearance of strong turbulent mixing","The formation of a stable system","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0042","What can we say about the stability of the weather when the sky is covered with stratiform clouds, and light precipitation is present?","The weather is stable","The weather is unstable","The weather is conditionally unstable","The weather is either stable or unstable","The weather is stable","Evionica"
"Meteorology – Q4 050.03","Q4 050.03 Q0043","What is true about stable weather?","No other answer is correct","Stable weather is always associated with good visibility","Stable weather is always associated with the sky covered by stratiform clouds","Stable weather is always associated with heavy showers","No other answer is correct","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0001","Which phase transition is mainly associated with the formation of clouds?","Condensation","Vaporisation","Melting","Freezing","Condensation","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0002","When does the cloud dissipate? Select the most complete answer.","All answers are correct","When the temperature increases","When the cloud subsides","When the cloud mixes with dryer air","All answers are correct","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0003","What is the critical temperature?","The minimum initial temperature required for the air to be lifted to the condensation level","The temperature at which the cloud dissipates","The temperature at which the SALR curve meets the ELR curve","The temperature at which condensation occurs","The minimum initial temperature required for the air to be lifted to the condensation level","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0004","Where is the top of a Cu cloud located?","Where the SALR curve meets the ELR curve","Where the DALR curve meets the ELR curve","Where the ELR curve reaches the dew point line","Where the DALR curve reaches the dew point line","Where the SALR curve meets the ELR curve","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0005","When is the Cb cloud being formed? Select the most complete answer.","When the SALR curve does not meet with the ELR curve","All answers are correct","When the atmosphere is stable","When the initial temperature of the rising air is relatively low","When the SALR curve does not meet with the ELR curve","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0006","Where is the cloud base located? Select the most complete answer.","All answers are correct","Where the ascending air becomes saturated","Where the air starts ascending with the SALR instead of the DALR","Where the DALR curve reaches the dew point","All answers are correct","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0007","What are the examples of convective clouds?","Cu and Cb","Cu and Ns","Ns and Sc","St and Sc","Cu and Cb","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0008","What is true about convective clouds?","Convective clouds may uplift higher as the day progress and eventually develop into Cb","Convective clouds are layer clouds","Convective clouds are low-level clouds","Convective clouds form only in equatorial regions","Convective clouds may uplift higher as the day progress and eventually develop into Cb","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0009","When should you expect to encounter so-called fair weather Cu clouds?","In the morning","In the afternoon","In the evening","At noon","In the morning","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0010","Strong turbulence in the ascending air may cause that the Cu clouds _____.","will be spread out over the big area and therefore form the Sc clouds","will dissipate","will be spread out over the big area and therefore form the Ns clouds","will transform into a Cb cloud","will be spread out over the big area and therefore form the Sc clouds","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0011","Which is the correct order of stages of the Cu clouds development? (I – Cu med, II – Cb cal, III – Cu con, IV – Cb cap, V – Cu fra, VI – Cu hum)","V, VI, I, III, II, IV","V, I, VI, IV, II, III","III, VI, I, V, II, IV","V, VI, I, III, IV, II","V, VI, I, III, II, IV","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0012","Which cloud is presented in the picture?","Cb","Cu","St","Ac","Cb","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0013","What are the conditions necessary for turbulence clouds to form?","Stable atmosphere, sufficient turbulent mixing, sufficient humidity","Unstable atmosphere, sufficient turbulent mixing, low humidity","Stable atmosphere, sufficient turbulent mixing, low humidity","Unstable atmosphere, sufficient turbulent mixing, sufficient humidity","Stable atmosphere, sufficient turbulent mixing, sufficient humidity","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0014","What is a turbulence cloud? Select the most complete answer.","A cloud formed as a result of turbulent mixing","All answers are correct","A cloud with significant turbulence within it","A cloud causing showers and thunderstorms","A cloud formed as a result of turbulent mixing","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0015","What type of cloud usually causes drizzle?","St","Ci","Cb","Ac","St","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0016","What is true about orographic clouds?","The cloud base on the leeward side of the ridge is higher than on the windward side","Typical orographic clouds are Ci and Cc","Orographic clouds cause showers on the leeward side of the ridge","Orographic clouds start forming on the leeward side of the mountain ridge","The cloud base on the leeward side of the ridge is higher than on the windward side","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0017","When does the lenticular cloud form?","When the dry air moves over the ridge in stable conditions","When the moist air moves over the ridge in stable conditions","When strong vertical windshear occurs in the upper regions of the troposphere","When strong horizontal windshear occurs in the upper regions of the troposphere","When the dry air moves over the ridge in stable conditions","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0018","Why should you be careful while flying in St cloud on the windward side of the mountain ridge?","Because vertically developed Cu or Cb clouds can be above you","Because St clouds are typically associated with severe turbulence","Because St clouds formed in the vicinity of mountains may cause hail","Because St clouds on the windward side may be associated with the presence of mountain waves","Because vertically developed Cu or Cb clouds can be above you","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0019","What should you expect when you encounter Ci clouds that are followed by Cs and As? Select the most complete answer.","All answers are correct","The upcoming of a warm front","Increasing temperature","Falling pressure","All answers are correct","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0020","Which clouds may form as the cold front moves?","St and Cu","Ac and St","Ac and Cu","No other answer is correct","St and Cu","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0021","Which clouds are of considerable horizontal but little vertical extent?","Stratiform clouds","Cumuliform clouds","Medium-level clouds","High-level clouds","Stratiform clouds","Evionica"
"Meteorology – Q5 050.04(1)","Q5 050.04(1) Q0022","Which of the following sets consists of clouds being a good indicator of stable air?","St and As","Cu and Cb","Ns and Cu","Cu and St","St and As","Evionica"
