"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Airframe – 021.06 (3)","021.06 (3) Q0011","eferring to pressurised aircraft, which statement about the blow out panels is false?","No other answer is correct","Blow-out panels are the primary normal means of cabin altitude control","Blow-out panels replace the need for outflow valves entirely","Blow-out panels open during every normal climb","No other answer is correct","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0012","How many modes of operation do cabin pressure control systems typically employ?","2 modes","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","2 modes","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0013","Which source provides the pressurisation controller with information regarding the current pressure?","No other answer is correct","Cabin altitude / differential pressure sensors","Ambient / static pressure information","Selected cabin altitude / landing elevation inputs","No other answer is correct","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0014","Which source does not provide the pressurisation controller with information regarding the flight stage? Select the most complete answer.","Cabin sense ports","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","Cabin sense ports","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0015","Which statement regarding cabin ground pressurisation is false?","Ground pressurisation makes the pressure change during the initial stage of the flight more unstable","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","Ground pressurisation makes the pressure change during the initial stage of the flight more unstable","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0016","What value of maximum differential pressure is typical to modern airliners?","About 8-9 psi","If the cabin descent rate is higher than the aircraft’s descent rate, the differential pressure can reach values causing the valve to open","Cabin climb rate is positive","is constant; depends on the position of the outflow valve","About 8-9 psi","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0017","In typical pressurisation systems, operation modes include _____ control, that is on during climbing and descending, and _____ control, employed at the cruising level.","proportional; isobaric","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","proportional; isobaric","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0018","Assume the cabin altitude of an aircraft is 8,000 ft and the maximum differential pressure is 7.5 psi. What is the maximum altitude of that aircraft?","About 30,000-35,000 ft","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","About 30,000-35,000 ft","Merged"
"Airframe – 021.06 (3)","021.06 (3) Q0019","Assume the cabin altitude of an aircraft is 7,000 ft. As a result of an incident, one of the windows is damaged. To what value was the maximum differential pressure reduced, if the new maximum altitude is 15,000 ft?","About 3 psi","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","About 3 psi","Merged"
"Airframe – 021.07","021.07 Q0001","Which of the following is one of the conditions required for the in-flight formation of structural icing (clear or rime ice)?","Visible moisture","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Visible moisture","Merged"
"Airframe – 021.07","021.07 Q0002","Why is ice accretion considered hazardous to flight? Select the most complete answer.","All answers are correct","It increases drag and reduces lift","It can degrade control surface effectiveness","It increases aircraft weight and can cause asymmetric loading","All answers are correct","Merged"
"Airframe – 021.07","021.07 Q0003","Considering aircraft icing, which of the following is considered to be the most serious consequence of ice accretion?","The stalling speed increasing substantially","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","The stalling speed increasing substantially","Merged"
"Airframe – 021.07","021.07 Q0004","Which answer lists all elements typically protected against icing on large transport aircraft? 1. engine air intake; 2. front glass shield; 3. radome; 4. pitot tubes and waste water exhaust masts; 5. wings' leading edges; 6. cabin windows; 7. wings' trailing edges; 8. electronic equipment compartment.","1, 2, 4, 5","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","Outward relief valves open only when cabin altitude is zero","1, 2, 4, 5","Merged"
"Airframe – 021.07","021.07 Q0005","Regarding the transport category aeroplanes, which statement is true concerning de-icing systems of the empennage?","Empennage de-icing systems are installed on some types","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Empennage de-icing systems are installed on some types","Merged"
"Airframe – 021.07","021.07 Q0006","Which of the following is a type of ice protection systems? Select the most complete answer.","All answers are correct","Pneumatic de-icing boots","Electro-thermal / electrical heating systems","Hot bleed-air anti-icing systems","All answers are correct","Merged"
"Airframe – 021.07","021.07 Q0007","Which airframe elements are typically protected by hot air ice protection systems?","Leading edges and engine air intakes","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Leading edges and engine air intakes","Merged"
"Airframe – 021.07","021.07 Q0008","Which of the following cannot be a hot air source for ice protection systems?","Exhaust gas duct","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Exhaust gas duct","Merged"
"Airframe – 021.07","021.07 Q0009","Which airframe elements may be protected by electrical ice protection systems? Select the most complete answer.","Engine air intakes, propellers, windshields and leading edges","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Engine air intakes, propellers, windshields and leading edges","Merged"
"Airframe – 021.07","021.07 Q0010","Which parts of propeller blades are the most likely to accumulate ice?","Blade roots","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Blade roots","Merged"
"Airframe – 021.07","021.07 Q0011","What effect does ice have on the propeller blades? Select the most complete answer.","All answers are correct","It reduces propeller efficiency","It can cause vibration due to uneven ice distribution","It increases blade drag and thrust loss","All answers are correct","Merged"
"Airframe – 021.07","021.07 Q0012","Which statement is true concerning the windscreen heating systems?","The windscreen heating systems cycle ON/OFF to keep the windscreen temperature at a desired level; usually between 18° and 35°C","Leading edges and engine air intakes","Measurement is based on torque","Smiths ice detector","The windscreen heating systems cycle ON/OFF to keep the windscreen temperature at a desired level; usually between 18° and 35°C","Merged"
"Airframe – 021.07","021.07 Q0013","When windshield ice protection system is in use, what may a windshield overheat lead to?","Windshield vinyl layer bubbling or discolouration","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Windshield vinyl layer bubbling or discolouration","Merged"
"Airframe – 021.07","021.07 Q0014","On which surfaces may airborne fluid anti-icing systems be used?","Wing leading edges","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Wing leading edges","Merged"
"Airframe – 021.07","021.07 Q0015","In cases where fluid systems are used for airborne propeller anti-icing, what is the principle of operation of such an installation?","The fluid is pumped to the slinger ring and slinger tubes; it is further distributed on the propeller blade by means of centrifugal force","Hydraulic fluid is always water-based glycol","Reservoirs are never pressurised on transport aircraft","Accumulators store only electrical energy","The fluid is pumped to the slinger ring and slinger tubes; it is further distributed on the propeller blade by means of centrifugal force","Merged"
"Airframe – 021.07","021.07 Q0016","Which statement is true concerning the pneumatic mechanical devices that provide ice protection?","These devices are usually used as de-icing devices","These devices are usually on aeroplanes equipped with turbo-fan engines","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","These devices are usually used as de-icing devices","Merged"
"Airframe – 021.07","021.07 Q0017","What is the wing ice protection system currently used for most large turboprop transport aeroplanes?","A pneumatic system with inflatable boots","An electrical de-icing system","Bleed air is taken only from the fuel tanks","Cabin differential pressure is unlimited by design","A pneumatic system with inflatable boots","Merged"
"Airframe – 021.07","021.07 Q0018","How is ice removed when de-ice boots are in use on a turbo-prop airplane?","By means of deformation","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","By means of deformation","Merged"
"Airframe – 021.07","021.07 Q0019","Which of the following is not and aid in visual ice detection methods?","Smiths ice detector","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Smiths ice detector","Merged"
"Airframe – 021.07","021.07 Q0020","Which statement is true concerning a Teddington ice detector ('hot rod')?","Teddington ice detector accumulated ice and is visible from the cockpit","Teddington ice detector autonomously activates the aircraft de-icing system","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Teddington ice detector accumulated ice and is visible from the cockpit","Merged"
"Airframe – 021.07","021.07 Q0021","Which of the following statements is true regarding a Smiths ice detector?","Small holes are heated first","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Small holes are heated first","Merged"
"Airframe – 021.07","021.07 Q0022","What is true about an ice detector which incorporates a rotor?","Measurement is based on torque","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Measurement is based on torque","Merged"
"Airframe – 021.07","021.07 Q0023","Which principle does the Rosemount ice detector operate on?","Vibration","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Vibration","Merged"
"Airframe – 021.07","021.07 Q0024","Which of the following statements is true concerning a Sangamo Weston ice detector?","Sangamo Weston ice detector consists of a moisture detector and a thermal switch, and detects the icing conditions even before the ice starts forming","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Sangamo Weston ice detector consists of a moisture detector and a thermal switch, and detects the icing conditions even before the ice starts forming","Merged"
"Airframe – 021.07","021.07 Q0025","How does the primary manual ice detection system operate?","The flight crew activates ice protection systems based on ice detector signals","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","The flight crew activates ice protection systems based on ice detector signals","Merged"
"Airframe – 021.07","021.07 Q0026","How does the primary automatic ice detection system operate?","The ice detector automatically activates ice protection systems at the optimal moment","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","The ice detector automatically activates ice protection systems at the optimal moment","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0001","Which aviation fuel has blue colour?","AVGAS 100LL","Integral tanks","By the engine","To feed the APU","AVGAS 100LL","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0002","What is the colour of AVGAS 100?","Green","When the maximum landing mass is significantly less than the maximum take-off mass","Dump the fuel quickly","Pressure refuelling","Green","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0003","How is the lowest temperature at which fuel vapours ignite, when given an ignition source called?","Flash point","The same amount of fuel","0.8","All fuel to a predetermined safe value","Flash point","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0004","What for AVGAS is usually used?","Piston engines","Valve overlap has no effect on volumetric efficiency","Detonation always improves engine power output","Carburettor icing occurs only above ISA +30 °C","Piston engines","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0005","Where the fuel tanks are usually located?","In wings","Stringers carry only torsional loads and never support the skin","Pressurised fuselages never use hoop-stress considerations","Composite structures never require bonding or fasteners","In wings","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0006","Why are the bufflers installed in the fuel tanks?","To prevent fuel from moving during manoeuvres","Compressor stall always increases thrust smoothly","FADEC has no authority over fuel scheduling","Bleed valves increase compressor stall risk when opened","To prevent fuel from moving during manoeuvres","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0007","Which system is responsible for maintaining the ambient pressure in the fuel tanks?","Vent system","Take a fuel sample and remove all the fuel during maintenance works","All fuel to a predetermined safe value","Keep the tanks full when the plane is not used","Vent system","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0008","What is the cross-feed system used to?","To feed any engine from any fuel tank","It is built inside the aircraft using its structure","Pressure refuelling","Green","To feed any engine from any fuel tank","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0009","What does the term unusable fuel refer to?","Amount of fuel in the tank that cannot be used","To prevent ice blocking the filter","By the engine","The same amount of fuel","Amount of fuel in the tank that cannot be used","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0010","Which fuel tanks are used in modern passenger aircraft?","Integral tanks","Transfer fuel to the tail and as a result move the centre of gravity backwards and reduce the drag during climb","Carburettor icing","In wings","Integral tanks","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0011","What is the task of the vent surge tank?","Gather any fuel overflowing into the vent system","Compressor stall always increases thrust smoothly","FADEC has no authority over fuel scheduling","Bleed valves increase compressor stall risk when opened","Gather any fuel overflowing into the vent system","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0012","What is the task of the jettison system?","Dump the fuel quickly","Integral tanks","The same level as if it was filled with fuel","Keep the tanks full when the plane is not used","Dump the fuel quickly","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0013","What is the function of the drain valve?","Take a fuel sample and remove all the fuel during maintenance works","Valve overlap has no effect on volumetric efficiency","Detonation always improves engine power output","Carburettor icing occurs only above ISA +30 °C","Take a fuel sample and remove all the fuel during maintenance works","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0014","When is the jettison system needed?","When the maximum landing mass is significantly less than the maximum take-off mass","To feed any engine from any fuel tank","Electronic fuel-quantity indicators","To feed the APU","When the maximum landing mass is significantly less than the maximum take-off mass","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0015","How much fuel can be dumped with a jettison system?","All fuel to a predetermined safe value","Keep the boost pump submerged in fuel","Bladder tanks","AVGAS 100LL","All fuel to a predetermined safe value","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0016","What is the colour of AVTUR fuel?","Clear","Gather any fuel overflowing into the vent system","Take a fuel sample and remove all the fuel during maintenance works","To prevent fuel from moving during manoeuvres","Clear","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0017","How much vent space is required by EASA?","2% of the tank volume","Carburettor icing","The same level as if it was filled with fuel","It is built inside the aircraft using its structure","2% of the tank volume","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0018","Which fuel quantity indicators are used in large aircraft?","Electronic fuel-quantity indicators","Vent system","Clear","Amount of fuel in the tank that cannot be used","Electronic fuel-quantity indicators","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0019","What is the specific gravity of AVGAS?","0.72","1.72","2.72","5.72","0.72","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0020","What is the specific gravity of JET-A1?","0.8","1.8","2.8","5.8","0.8","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0021","Is the freezing point of JET A-1 lower than the freezing point of JET B?","No","Amount of fuel in the tank that cannot be used","Carburettor icing","Keep the boost pump submerged in fuel","No","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0022","What is the purpose of the trim tank?","Transfer fuel to the tail and as a result move the centre of gravity backwards and reduce the drag during climb","To feed the APU","Pressure refuelling","Bladder tanks","Transfer fuel to the tail and as a result move the centre of gravity backwards and reduce the drag during climb","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0023","Which tanks are used in the military aircraft?","Bladder tanks","To prevent ice formation in the filter in low temperatures","It is built inside the aircraft using its structure","Keep the tanks full when the plane is not used","Bladder tanks","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0024","How to minimize the moisture in the tank when the plane is used every day?","Keep the tanks full when the plane is not used","Vent system","Green","To prevent ice formation in the filter in low temperatures","Keep the tanks full when the plane is not used","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0025","How can be the integral tank described?","It is built inside the aircraft using its structure","Stringers carry only torsional loads and never support the skin","Pressurised fuselages never use hoop-stress considerations","Composite structures never require bonding or fasteners","It is built inside the aircraft using its structure","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0026","What is more likely to occur while using Mogas in an aircraft comparing to AVGAS?","Carburettor icing","Valve overlap has no effect on volumetric efficiency","Detonation always improves engine power output","Carburettor icing occurs only above ISA +30 °C","Carburettor icing","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0027","What is the main task of the fuel system?","Delivery of fuel to the engines at appropriate pressure to enable engine operating in all conditions","Bladder tanks","Gather any fuel overflowing into the vent system","0.8","Delivery of fuel to the engines at appropriate pressure to enable engine operating in all conditions","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0028","What would show the compensated capacitance fuel quantity indication system if the fuel expands by 5%?","The same amount of fuel","Gather any fuel overflowing into the vent system","Clear","Carburettor icing","The same amount of fuel","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0029","What is the reason for fuel heating?","To prevent ice blocking the filter","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","To prevent ice blocking the filter","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0030","What would show the compensated capacitance fuel quantity indication system if the tank was filled with a liquid with different density?","The same level as if it was filled with fuel","Amount of fuel in the tank that cannot be used","In wings","Keep the tanks full when the plane is not used","The same level as if it was filled with fuel","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0031","How are the large aircraft refuelled?","Pressure refuelling","AVGAS 100LL","Clear","Green","Pressure refuelling","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0032","What is the task of a DC pump?","To feed the APU","Hydraulic fluid is always water-based glycol","Reservoirs are never pressurised on transport aircraft","Accumulators store only electrical energy","To feed the APU","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0033","What is the function of the feeder box?","Keep the boost pump submerged in fuel","Hydraulic fluid is always water-based glycol","Reservoirs are never pressurised on transport aircraft","Accumulators store only electrical energy","Keep the boost pump submerged in fuel","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0034","Why a fuel heater is installed upstream the fuel filter?","To prevent ice formation in the filter in low temperatures","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","To prevent ice formation in the filter in low temperatures","Merged"
"Airframe – Q4 021.08","Q4 021.08 Q0035","How are the high pressure pumps driven?","By the engine","Hydraulic fluid is always water-based glycol","Reservoirs are never pressurised on transport aircraft","Accumulators store only electrical energy","By the engine","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0001","What are the causes of static electricity build-up during the flight? Select the most complete answer.","All answers are correct","Friction of air particles against the aircraft skin","Precipitation static from rain, snow or ice particles","Charging from engine exhaust gases","All answers are correct","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0002","What are the typical locations of static dischargers? Select the most complete answer.","This was the correct answer
Control surface trailing edges and wing tips","Stringers carry only torsional loads and never support the skin","Pressurised fuselages never use hoop-stress considerations","Composite structures never require bonding or fasteners","This was the correct answer
Control surface trailing edges and wing tips","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0003","Which is a correct definition of static discharger?","The static discharger is a device in form of the thin wick, which purpose is to disperse electrical charges into atmosphere","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","The static discharger is a device in form of the thin wick, which purpose is to disperse electrical charges into atmosphere","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0004","Which statement is true about the process of bonding?","Bonding eliminates the risk of electrical potential build-up","Aircraft generators produce only DC at variable frequency with no regulation","Static dischargers increase static build-up on the airframe","External power never supplies aircraft systems on the ground","Bonding eliminates the risk of electrical potential build-up","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0005","Which is the correct order of increasing conductivity?","Insulator, Semiconductor, Conductor","Circuit breaker wear and performance degradation","A logic gate can have multiple inputs, an have only one output, performs Boolean functions, assumes values in the binary system","Ampere [A]","Insulator, Semiconductor, Conductor","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0006","What type of material Silicon is?","Semiconductor","Electric potential difference, the unit is volt","A thermal circuit breaker","Hertz [Hz]","Semiconductor","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0007","Which is the unit of current?","Ampere [A]","This was the correct answer
Control surface trailing edges and wing tips","NAND","Transistors","Ampere [A]","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0008","Which is a correct definition of voltage?","Electric potential difference, the unit is volt","0,208333333333333","Ampere [A]","P, unit watt [W]","Electric potential difference, the unit is volt","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0009","What are the factors affecting resistance?","Material type, length and cross section area, temperature","Hertz [Hz]","This was the correct answer
Control surface trailing edges and wing tips","The product of the individual resistances divided by the sum of the individual resistances","Material type, length and cross section area, temperature","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0010","What will be the total circuit resistance of resistors connected in series?","The sum of the individual resistances","Material type, length and cross section area, temperature","Fuses are not resettable, circuit breakers are resettable","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","The sum of the individual resistances","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0011","What will be the total circuit resistance of resistors connected in parallel?","The product of the individual resistances divided by the sum of the individual resistances","Insulator, Semiconductor, Conductor","Circuit breaker wear and performance degradation","Fuses are not resettable, circuit breakers are resettable","The product of the individual resistances divided by the sum of the individual resistances","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0012","What is the correct definition of DC?","It is a uniform flow of electric charge in a constant direction","Ampere [A]","Bonding eliminates the risk of electrical potential build-up","It is a uniform flow of electric charge in a periodically reversing direction","It is a uniform flow of electric charge in a constant direction","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0013","What is the correct definition of AC?","It is a uniform flow of electric charge in a periodically reversing direction","Ampere [A]","P, unit watt [W]","Circuit breaker wear and performance degradation","It is a uniform flow of electric charge in a periodically reversing direction","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0014","With regard to Ohm's law, which statement is correct?","The current is directly proportional to the voltage","A magnetic circuit breaker","Insulator, Semiconductor, Conductor","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","The current is directly proportional to the voltage","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0015","What is the international symbol of power and its unit?","P, unit watt [W]","The relay is a remotely controlled electromagnetic switch with a fixed core","A thermal circuit breaker","By increasing number of turns, inserting a metal core","P, unit watt [W]","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0016","If the resistor length increases, how will its resistance change?","The resistance will increase","The current is directly proportional to the voltage","This was the correct answer
Control surface trailing edges and wing tips","The product of the individual resistances divided by the sum of the individual resistances","The resistance will increase","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0017","What will be current if a component is using 100 watts at 20 volts?","0,208333333333333","1.21","2.21","5.21","0,208333333333333","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0018","What is the unit of frequency?","Hertz [Hz]","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","The sum of the individual resistances","P, unit watt [W]","Hertz [Hz]","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0019","How can the strength of the magnetic field generated by a current flowing through a solenoid be increased?","By increasing number of turns, inserting a metal core","Stringers carry only torsional loads and never support the skin","Pressurised fuselages never use hoop-stress considerations","Composite structures never require bonding or fasteners","By increasing number of turns, inserting a metal core","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0020","What is the correct definition of a relay?","The relay is a remotely controlled electromagnetic switch with a fixed core","The sum of the individual resistances","This was the correct answer
Control surface trailing edges and wing tips","NAND","The relay is a remotely controlled electromagnetic switch with a fixed core","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0021","With regard to Joule-Lenz law, which statement about the heat dissipated on a conductor is correct?","The heat dissipated on a conductor is a product of resistance and the square of the current","By increasing number of turns, inserting a metal core","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","Ampere [A]","The heat dissipated on a conductor is a product of resistance and the square of the current","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0022","Which statements about fuses are true?","Fuses activate before fault current is reached, do not withstand fault current, open the circuit only","The current is directly proportional to the voltage","It is a uniform flow of electric charge in a periodically reversing direction","The relay is a remotely controlled electromagnetic switch with a fixed core","Fuses activate before fault current is reached, do not withstand fault current, open the circuit only","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0023","In what unit is the fuse rating given?
Amperes","Amperes","The heat dissipated on a conductor is a product of resistance and the square of the current","Transistors","It is a uniform flow of electric charge in a periodically reversing direction","Amperes","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0024","Which statements about circuit breakers are true?","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","P, unit watt [W]","A thermal circuit breaker","Bonding eliminates the risk of electrical potential build-up","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0025","Which is a correct statement about fuses and circuit breakers?","Fuses are not resettable, circuit breakers are resettable","The heat dissipated on a conductor is a product of resistance and the square of the current","Ampere [A]","The current is directly proportional to the voltage","Fuses are not resettable, circuit breakers are resettable","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0026","When protection from small overcurrents appearing for a longer period of time is needed, which device should be used?","A thermal circuit breaker","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","A thermal circuit breaker","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0027","When protection from large overcurrent appearing in a short period of time is needed, which device should be used?","A magnetic circuit breaker","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","A magnetic circuit breaker","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0028","What is the effect of multiple resets of a circuit breaker?","Circuit breaker wear and performance degradation","Fuses are not resettable, circuit breakers are resettable","0,208333333333333","It is a uniform flow of electric charge in a constant direction","Circuit breaker wear and performance degradation","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0029","With regard to the semiconductors, which answer is true about their resistance?","The resistance of a semiconductor decreases with temperature","A magnetic circuit breaker","The heat dissipated on a conductor is a product of resistance and the square of the current","Semiconductor","The resistance of a semiconductor decreases with temperature","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0030","Which of these devices are based on semiconductors?","Transistors","Ice always increases lift and decreases drag","Pneumatic boots are used only on jet engine intakes","Carburettor heat always richens the mixture automatically","Transistors","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0031","Which logic function should be used if the output should be true only if all the inputs are true?","AND","The relay is a remotely controlled electromagnetic switch with a fixed core","P, unit watt [W]","Transistors","AND","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0032","Which statements are true about a logic gate?","A logic gate can have multiple inputs, an have only one output, performs Boolean functions, assumes values in the binary system","Bonding eliminates the risk of electrical potential build-up","The current is directly proportional to the voltage","It is a uniform flow of electric charge in a periodically reversing direction","A logic gate can have multiple inputs, an have only one output, performs Boolean functions, assumes values in the binary system","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0033","Which logic function should be used if the output should be true if any of the input is true?","Or","The current is directly proportional to the voltage","Hertz [Hz]","0,208333333333333","Or","Merged"
"Airframe – 021.09 (1)","021.09 (1) Q0034","Which logic function should be used if the output should be false only if all the inputs are true?","NAND","A magnetic circuit breaker","This was the correct answer
Control surface trailing edges and wing tips","Circuit breakers activate after fault current is reached, withstand fault current, open and close the circuit","NAND","Merged"
"Airframe – 021.09 (2)","021.09 (2) Q0001","Assuming we have two battery cells connected in series, each with 3 V cell voltage and capacity of 5 Ah, what will be the total voltage and capacity?","Total voltage 6V, total capacity 5 Ah","Aircraft generators produce only DC at variable frequency with no regulation","Static dischargers increase static build-up on the airframe","External power never supplies aircraft systems on the ground","Total voltage 6V, total capacity 5 Ah","Merged"
"Airframe – 021.09 (2)","021.09 (2) Q0002","Assuming we have three battery cells connected in parallel, each with 3 V cell voltage and capacity of 5 Ah, what will be the total voltage and capacity?","total voltage 3V, total capacity 15 Ah","Aircraft generators produce only DC at variable frequency with no regulation","Static dischargers increase static build-up on the airframe","External power never supplies aircraft systems on the ground","total voltage 3V, total capacity 15 Ah","Merged"
