"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Human Factors – 040.02(3)","040.02(3) Q0012","Which of these contain caffeine? Select the most complete answer.","Coffee, tea, chocolate, coca-cola style soda","Option 2","Option 3","Option 4","Coffee, tea, chocolate, coca-cola style soda","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0013","What are the symptoms of type 2 diabetes?","High blood sugar and body resistance to insulin","Option 2","Option 3","Option 4","High blood sugar and body resistance to insulin","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0014","What part of the spine most often suffers from slipped discs?","Lumbar part","Option 2","Option 3","Option 4","Lumbar part","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0015","What foods should be avoided to avoid food poisoning? Select the most complete answer.","Seafood, mayonnaise, ice-cream and raw meat","Option 2","Option 3","Option 4","Seafood, mayonnaise, ice-cream and raw meat","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0016","Which of the following diseases can be vaccinated against? Select the most complete answer.","Tuberculosis, yellow fever, tetanus, typhoid fever, hepatisis","Option 2","Option 3","Option 4","Tuberculosis, yellow fever, tetanus, typhoid fever, hepatisis","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0017","Which of the following diseases spread through infected animals?","Rabies, malaria, yellow fever","Option 2","Option 3","Option 4","Rabies, malaria, yellow fever","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0018","What is the fatality rate of rabies in individuals that show symptoms?","1","Option 2","Option 3","Option 4","1","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0019","Which of the following substances enter the lungs when smoking a cigarette? Select the most complete answer.","Nicotine, tar and carbon monoxide","Option 2","Option 3","Option 4","Nicotine, tar and carbon monoxide","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0020","What is the EASA's limit of blood alcohol concentration for flying?","0.0002","Option 2","Option 3","Option 4","0.0002","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0021","How long should a pilot wait before flying if they consumed alcohol?","8 hours","Option 2","Option 3","Option 4","8 hours","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0022","How can alcohol elimination rate be speed up? Select the most complete answer.","It cannot be speed up","Option 2","Option 3","Option 4","It cannot be speed up","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0023","Which of the following medications can be combined with alcohol intake? Select the most complete answer.","Vitamin C and A","Option 2","Option 3","Option 4","Vitamin C and A","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0024","When does alcoholism occur?","When the use of alcohol damages person's physical, mental or social life","Option 2","Option 3","Option 4","When the use of alcohol damages person's physical, mental or social life","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0025","What should a pilot do when taking medicine before flight?","Consult a medical professional","Option 2","Option 3","Option 4","Consult a medical professional","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0026","What is the most common cause of in-flight pilot incapacitation?","Gastro-intestinal upset","Option 2","Option 3","Option 4","Gastro-intestinal upset","Synthesized"
"Human Factors – 040.02(3)","040.02(3) Q0027","040.02 Part 3 Q0027 : Food poisoning usually sets in after what time?","About 90 minutes","Option 2","Option 3","Option 4","About 90 minutes","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0001","What is vigilance?","It is the degree of activation of the nervous system","Option 2","Option 3","Option 4","It is the degree of activation of the nervous system","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0002","What is hypovigilance?","It is a state of decreased vigilance","Option 2","Option 3","Option 4","It is a state of decreased vigilance","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0003","What does 'divided attention' mean?","It means spending a fraction of a second on each of many tasks and switching between them in a loop","Option 2","Option 3","Option 4","It means spending a fraction of a second on each of many tasks and switching between them in a loop","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0004","Hearing your name among chatter at a party is _____.","an example of selective attention","Option 2","Option 3","Option 4","an example of selective attention","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0005","How many items can a human hold in short-term memory?","5 to 9","Option 2","Option 3","Option 4","5 to 9","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0006","What is expectation bias?","It is the ability of our expectations to affect our perception","Option 2","Option 3","Option 4","It is the ability of our expectations to affect our perception","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0007","Our perception is _____.","subjective","Option 2","Option 3","Option 4","subjective","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0008","What is a somatogravic illusion?","It is an illusion of aircraft pitching up when accelerating and pitching down when decelerating","Option 2","Option 3","Option 4","It is an illusion of aircraft pitching up when accelerating and pitching down when decelerating","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0009","What is 'the leans' illusion?","It is an illusion of aircraft flying straight when it is in a prolonged steady turn","Option 2","Option 3","Option 4","It is an illusion of aircraft flying straight when it is in a prolonged steady turn","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0010","Which of the memory types fades most quickly?","Sensory","Option 2","Option 3","Option 4","Sensory","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0011","What is episodic memory?","It is the memory of events form our lives, held in long-term memory","Option 2","Option 3","Option 4","It is the memory of events form our lives, held in long-term memory","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0012","How long does the sensory memory last?","up to 3 seconds","Option 2","Option 3","Option 4","up to 3 seconds","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0013","How long does the short-term memory last?","15-60 seconds","Option 2","Option 3","Option 4","15-60 seconds","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0014","What are mnemonics?","Techniques used to improve long-term memory","Option 2","Option 3","Option 4","Techniques used to improve long-term memory","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0015","Which type(s) of memory is/are affected by amnesia?","Only episodic","Option 2","Option 3","Option 4","Only episodic","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0016","What are the three main types of learning?","Classical conditioning, insight and imitation","Option 2","Option 3","Option 4","Classical conditioning, insight and imitation","Synthesized"
"Human Factors – 040.03(1)","040.03(1) Q0017","Which of these is NOT a part of the decision-making process?","Emotion evaluation","Option 2","Option 3","Option 4","Emotion evaluation","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0001","Which of the following best describes personality traits?","Partially innate, determined by nature and partially learnt, determined by nurture","Option 2","Option 3","Option 4","Partially innate, determined by nature and partially learnt, determined by nurture","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0002","What is the preferred personality type of a good pilot?","Extroverted and stable","Option 2","Option 3","Option 4","Extroverted and stable","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0003","What is attitude?","It is the way we feel about someone or something","Option 2","Option 3","Option 4","It is the way we feel about someone or something","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0004","If terrain in front of a runway slopes downwards towards it, how does it affect the approach?","The illusion likely causes the pilot to fly too high","Option 2","Option 3","Option 4","The illusion likely causes the pilot to fly too high","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0005","What is the relation between arousal level and performance?","High and low arousal levels decrease performance","Option 2","Option 3","Option 4","High and low arousal levels decrease performance","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0006","Which of these does NOT increase the risk of falling into hypovigilance?","Talking with the other crewmember","Option 2","Option 3","Option 4","Talking with the other crewmember","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0007","What does Jen Rasmussen's model divide human behaviour into?","Skill-based, rule-based and knowledge-based","Option 2","Option 3","Option 4","Skill-based, rule-based and knowledge-based","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0008","What happens in the alarm phase of general adaptation syndrome?","Heart rate increases, pupils dilate, muscles tighten","Option 2","Option 3","Option 4","Heart rate increases, pupils dilate, muscles tighten","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0009","What substance is released during the resistance phase of the stress response?","Cortisol","Option 2","Option 3","Option 4","Cortisol","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0010","Which of the following describes the individual reaction to stress?","The individual reaction to stress is based on perceived demand and perceived ability and thus differs between people","Option 2","Option 3","Option 4","The individual reaction to stress is based on perceived demand and perceived ability and thus differs between people","Synthesized"
"Human Factors – 040.03(2)","040.03(2) Q0011","What are stress coping mechanisms divided into?","Action coping, cognitive coping and symptom directed coping","Option 2","Option 3","Option 4","Action coping, cognitive coping and symptom directed coping","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0001","What is group cohesion?","A total sum of social forces and interaction keeping the group together","Option 2","Option 3","Option 4","A total sum of social forces and interaction keeping the group together","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0002","Which sentence describes coaction and cooperation?","They are different ways of coordinating work and in cooperation people depend on results of others and synchronize their actions","Option 2","Option 3","Option 4","They are different ways of coordinating work and in cooperation people depend on results of others and synchronize their actions","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0003","What are the types of cockpit authority gradients?","Autocratic, synergistic and laisser-faire","Option 2","Option 3","Option 4","Autocratic, synergistic and laisser-faire","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0004","The captain does not delegate, imposes their will and makes snarky comments that rarely contain useful feedback. What type of cockpit authority gradient is that?","Autocratic","Option 2","Option 3","Option 4","Autocratic","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0005","What is a risky shift?","It is a tendency of people in groups to make a riskier decision than individually","Option 2","Option 3","Option 4","It is a tendency of people in groups to make a riskier decision than individually","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0006","What is the smallest amount of information that can be communicated called?","A bit","Option 2","Option 3","Option 4","A bit","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0007","Which of the following statements about an implicit question is true?","The implicit question requires the respondent to perform some deduction and critical thinking","Option 2","Option 3","Option 4","The implicit question requires the respondent to perform some deduction and critical thinking","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0008","What type of question requires a straightforward yes/no answer?","Explicit question","Option 2","Option 3","Option 4","Explicit question","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0009","What is a leading question?","A question that contains the preferred answer and usually ends with ""isn't it?"" or similar expression","Option 2","Option 3","Option 4","A question that contains the preferred answer and usually ends with ""isn't it?"" or similar expression","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0010","What is the maximum length of an effective briefing?","10 ideas","Option 2","Option 3","Option 4","10 ideas","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0011","What are the three stages of the general adaptation syndrome?","Alarm, resistance and exhaustion","Option 2","Option 3","Option 4","Alarm, resistance and exhaustion","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0012","What suffers first when a conflict arises between crew members?","Communication","Option 2","Option 3","Option 4","Communication","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0013","What is the relationship between personality, attitude and behaviour?","Behaviour is the visible product of attitude and personality","Option 2","Option 3","Option 4","Behaviour is the visible product of attitude and personality","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0014","In what aspects is a man better than a machine?","Decision making","Option 2","Option 3","Option 4","Decision making","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0015","In communication, what is a 'channel'?","A medium which carries the information","Option 2","Option 3","Option 4","A medium which carries the information","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0016","What is the purpose of briefings?","To inform crew members about anticipated actions and allocate responsibilities to likely or problematic events","Option 2","Option 3","Option 4","To inform crew members about anticipated actions and allocate responsibilities to likely or problematic events","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0017","Which factors increase hypovigilance?","Monotony and low light","Option 2","Option 3","Option 4","Monotony and low light","Synthesized"
"Human Factors – 040.03(3)","040.03(3) Q0018","When do we switch from rule-based behaviour to skill-based behaviour?","When we develop needed motor programmes through training","Option 2","Option 3","Option 4","When we develop needed motor programmes through training","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0001","What does automation allow pilots to do?","To focus on maintaining situational awareness and decision making","Option 2","Option 3","Option 4","To focus on maintaining situational awareness and decision making","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0002","Which of the following statements describes the effect of using automation in the cockpit?","It makes it harder for a pilot to maintain skills needed in emergency situations","Option 2","Option 3","Option 4","It makes it harder for a pilot to maintain skills needed in emergency situations","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0003","What should pilots do to be able to react correctly in emergency situations?","They should practice manual flight in simulators and perform some actions manually in usual conditions","Option 2","Option 3","Option 4","They should practice manual flight in simulators and perform some actions manually in usual conditions","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0004","How long can an average human monitor an automated system before giving in to boredom and hypovigilance?","30 minutes","Option 2","Option 3","Option 4","30 minutes","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0005","040.03 Part 4 Q0005 : What does the correct level of automation depend on?","Flight phase, time available, the time it will be used for","Option 2","Option 3","Option 4","Flight phase, time available, the time it will be used for","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0006","If a pilot loses the understanding of automated system's actions, they should _____.","lower the automation level or take manual control to regain situational awareness","Option 2","Option 3","Option 4","lower the automation level or take manual control to regain situational awareness","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0007","What is the main difference in automation design between Airbus and Boeing?","The approach to whether the pilot should be trusted over automated systems with keeping the aircraft safe","Option 2","Option 3","Option 4","The approach to whether the pilot should be trusted over automated systems with keeping the aircraft safe","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0008","How does the preferred level of automation change with the type of operation?","Automation level is high in routine operation and low in abnormal situations","Option 2","Option 3","Option 4","Automation level is high in routine operation and low in abnormal situations","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0009","What is the environmental capture?","It is performing an action in the environment it is usually performed even if it is incorrect to do so","Option 2","Option 3","Option 4","It is performing an action in the environment it is usually performed even if it is incorrect to do so","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0010","What is the current thinking about human error?","It is inescapable but its impact can be reduced through training and use of technology","Option 2","Option 3","Option 4","It is inescapable but its impact can be reduced through training and use of technology","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0011","Which of the following statements describes skill-based errors?","Skill-based errors are specific to experienced pilots but not novices","Option 2","Option 3","Option 4","Skill-based errors are specific to experienced pilots but not novices","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0012","How does the stress level affect performance?","Performance decreases both at low and high stress levels","Option 2","Option 3","Option 4","Performance decreases both at low and high stress levels","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0013","Which of the memory types is subjective? Select the most complete answer.","Episodic memory","Option 2","Option 3","Option 4","Episodic memory","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0014","What are the categories of risk?","Objective/external and subjective/internal","Option 2","Option 3","Option 4","Objective/external and subjective/internal","Synthesized"
"Human Factors – 040.03(4)","040.03(4) Q0015","What is a natural human bias about a risky decision?","People tend to make a risky loss rather than a certain one, even if the expected value of the latter is smaller","Option 2","Option 3","Option 4","People tend to make a risky loss rather than a certain one, even if the expected value of the latter is smaller","Synthesized"
